interaction_id,customer_id,product_id,interaction_date,interaction_type,rating,source
16590,329,221,2025-12-14,wishlist,,Advertisement
16591,893,436,2025-11-26,view,3.0,Advertisement
16592,995,309,2025-08-22,click,2.0,Category
16593,497,101,2024-04-19,view,,Advertisement
16594,11,212,2025-02-15,view,2.0,Search
16595,985,318,2024-05-05,click,1.0,Advertisement
16596,903,463,2024-09-07,view,5.0,Advertisement
16597,1114,450,2025-07-04,purchase,,Search
16598,443,190,2025-03-25,purchase,3.0,Advertisement
16599,1380,191,2024-03-17,view,4.0,Recommendation
16600,835,84,2024-05-11,view,2.0,Search
16601,1026,174,2025-11-28,view,,Recommendation
16602,1381,412,2025-11-19,cart,2.0,Advertisement
16603,1318,558,2025-05-24,purchase,,Category
16604,1207,325,2025-05-30,view,3.0,Recommendation
16605,23,145,2024-02-18,click,1.0,Search
16606,1386,347,2024-11-05,view,1.0,Advertisement
16607,727,32,2024-08-07,click,5.0,Search
16608,391,330,2024-11-05,purchase,,Category
16609,1468,509,2024-11-25,view,2.0,Search
16610,560,261,2024-11-06,cart,1.0,Direct
16611,809,63,2025-11-09,wishlist,,Direct
16612,971,469,2024-09-02,view,4.0,Direct
16613,749,353,2025-03-06,purchase,,Search
16614,289,390,2024-04-08,view,,Direct
16615,620,19,2024-09-10,view,2.0,Advertisement
16616,931,203,2024-12-21,click,,Search
16617,952,72,2024-04-06,purchase,4.0,Advertisement
16618,172,463,2024-10-12,view,5.0,Advertisement
16619,868,94,2025-10-19,cart,2.0,Advertisement
16620,897,209,2024-04-05,view,4.0,Search
16621,242,51,2024-09-17,view,5.0,Category
16622,398,77,2024-11-15,click,,Search
16623,962,66,2024-04-21,view,3.0,Advertisement
16624,385,542,2024-12-25,purchase,5.0,Direct
16625,1367,147,2025-07-13,view,5.0,Category
16626,1028,377,2024-12-05,view,,Recommendation
16627,1474,273,2024-10-16,click,5.0,Search
16628,1484,219,2024-10-14,view,5.0,Category
16629,1311,276,2025-06-03,view,4.0,Advertisement
16630,14,204,2025-10-28,cart,1.0,Direct
16631,824,177,2024-03-04,view,,Category
16632,342,463,2025-07-13,click,5.0,Search
16633,1484,66,2024-07-10,purchase,,Direct
16634,240,203,2024-04-15,view,,Recommendation
16635,1221,578,2024-02-17,cart,5.0,Advertisement
16636,766,333,2025-03-09,view,5.0,Recommendation
16637,75,22,2025-04-06,cart,,Search
16638,1032,72,2024-08-22,view,,Category
16639,234,155,2024-11-23,view,4.0,Search
16640,196,212,2024-09-02,wishlist,3.0,Recommendation
16641,801,538,2024-04-12,click,,Advertisement
16642,1099,503,2025-04-13,purchase,5.0,Category
16643,1163,423,2025-04-07,view,2.0,Direct
16644,187,149,2025-01-09,purchase,,Advertisement
16645,498,484,2024-03-02,cart,,Search
16646,236,418,2024-11-19,view,5.0,Direct
16647,674,291,2025-03-05,purchase,2.0,Search
16648,810,108,2025-01-29,click,,Advertisement
16649,423,589,2025-02-27,click,3.0,Direct
16650,381,552,2025-01-02,purchase,,Direct
16651,1353,114,2024-11-01,click,,Advertisement
16652,1243,103,2025-03-20,view,3.0,Recommendation
16653,1232,243,2025-06-21,click,1.0,Search
16654,639,66,2024-01-05,view,4.0,Advertisement
16655,917,111,2024-12-24,cart,4.0,Search
16656,294,191,2024-01-07,purchase,4.0,Direct
16657,1470,460,2024-03-17,purchase,3.0,Category
16658,815,349,2024-01-15,view,4.0,Direct
16659,786,374,2024-12-13,view,4.0,Search
16660,704,474,2024-05-16,view,2.0,Direct
16661,627,569,2024-09-05,view,,Advertisement
16662,23,493,2025-03-08,click,2.0,Direct
16663,324,205,2024-11-27,view,,Recommendation
16664,350,277,2025-07-13,click,3.0,Advertisement
16665,243,327,2025-11-20,purchase,,Direct
16666,943,115,2024-03-18,purchase,,Category
16667,250,460,2025-03-20,click,,Recommendation
16668,732,369,2024-03-20,view,1.0,Recommendation
16669,940,361,2025-08-27,view,3.0,Search
16670,1364,292,2024-02-15,view,,Advertisement
16671,1467,486,2025-07-24,wishlist,5.0,Advertisement
16672,643,65,2025-11-04,view,3.0,Recommendation
16673,1375,514,2025-07-24,view,1.0,Advertisement
16674,779,389,2024-09-13,click,,Advertisement
16675,1042,424,2024-09-03,view,5.0,Advertisement
16676,521,224,2024-07-11,click,3.0,Direct
16677,564,153,2024-05-24,view,2.0,Category
16678,1190,43,2025-06-29,wishlist,5.0,Recommendation
16679,282,371,2025-06-12,view,1.0,Advertisement
16680,1461,503,2024-05-15,click,,Advertisement
16681,833,187,2024-08-06,click,2.0,Advertisement
16682,691,398,2025-09-06,purchase,,Direct
16683,649,496,2025-05-31,view,,Search
16684,420,396,2025-03-14,view,,Direct
16685,1464,217,2024-07-23,view,,Direct
16686,831,38,2024-07-06,purchase,3.0,Advertisement
16687,576,354,2024-09-28,cart,3.0,Recommendation
16688,1498,253,2025-10-16,wishlist,5.0,Advertisement
16689,1149,27,2024-11-23,cart,1.0,Search
16690,1295,562,2025-11-04,wishlist,,Direct
16691,1227,321,2025-05-03,purchase,5.0,Recommendation
16692,431,24,2025-04-14,purchase,2.0,Category
16693,1345,514,2024-07-23,view,3.0,Search
16694,1394,140,2024-07-04,view,1.0,Advertisement
16695,897,61,2025-04-08,click,,Category
16696,1229,192,2024-03-20,click,4.0,Advertisement
16697,961,494,2024-12-07,view,3.0,Direct
16698,577,408,2024-09-28,view,3.0,Direct
16699,518,553,2024-01-14,click,4.0,Recommendation
16700,171,442,2024-10-20,click,3.0,Advertisement
16701,466,349,2024-08-24,view,,Recommendation
16702,1090,453,2024-11-05,click,,Direct
16703,528,306,2024-12-21,wishlist,,Recommendation
16704,116,42,2024-12-03,view,,Direct
16705,581,12,2025-12-09,view,5.0,Advertisement
16706,1451,396,2025-01-14,click,,Category
16707,1155,459,2025-02-05,view,,Advertisement
16708,2,103,2025-05-04,view,1.0,Advertisement
16709,385,474,2025-08-19,view,3.0,Direct
16710,1400,29,2025-05-27,view,,Direct
16711,1165,457,2025-04-05,cart,,Search
16712,608,149,2024-12-26,click,5.0,Direct
16713,1267,383,2025-08-19,click,3.0,Recommendation
16714,597,127,2024-02-25,click,2.0,Category
16715,460,56,2024-07-18,cart,,Search
16716,1129,117,2024-09-24,view,,Advertisement
16717,574,113,2025-07-22,view,2.0,Recommendation
16718,294,205,2025-01-12,click,4.0,Search
16719,706,212,2025-12-11,purchase,4.0,Recommendation
16720,616,525,2025-09-30,click,3.0,Category
16721,1056,170,2025-09-23,view,5.0,Search
16722,314,426,2024-09-03,wishlist,2.0,Recommendation
16723,857,470,2024-05-31,view,5.0,Search
16724,1357,299,2024-02-01,click,4.0,Direct
16725,498,95,2025-07-19,purchase,,Advertisement
16726,10,108,2024-11-27,cart,2.0,Search
16727,143,307,2024-01-14,view,,Category
16728,1420,61,2024-08-06,view,,Direct
16729,1290,272,2025-02-02,purchase,,Direct
16730,509,98,2025-11-18,view,,Advertisement
16731,1252,294,2025-12-24,click,4.0,Direct
16732,1303,168,2025-01-24,click,,Search
16733,53,297,2024-03-14,view,,Direct
16734,625,61,2025-02-26,view,4.0,Recommendation
16735,723,87,2024-03-26,view,,Search
16736,1229,53,2025-06-16,purchase,3.0,Recommendation
16737,1273,250,2024-03-06,view,3.0,Category
16738,901,82,2025-11-27,click,2.0,Recommendation
16739,844,347,2024-11-30,view,1.0,Recommendation
16740,909,235,2024-07-18,click,,Advertisement
16741,23,187,2024-12-16,purchase,,Recommendation
16742,877,406,2025-01-08,view,,Direct
16743,585,560,2024-04-15,view,,Recommendation
16744,303,262,2024-08-10,view,2.0,Advertisement
16745,1435,392,2025-06-02,view,2.0,Category
16746,1373,88,2025-12-24,view,,Search
16747,989,73,2024-02-10,click,2.0,Recommendation
16748,722,390,2025-01-01,click,,Advertisement
16749,579,515,2025-06-15,cart,3.0,Advertisement
16750,126,447,2024-03-05,click,,Recommendation
16751,152,265,2024-06-17,view,2.0,Direct
16752,1409,429,2024-09-24,view,1.0,Search
16753,556,100,2024-03-02,click,5.0,Advertisement
16754,456,314,2025-02-18,purchase,2.0,Category
16755,375,258,2024-09-05,view,3.0,Recommendation
16756,609,234,2025-02-14,click,,Direct
16757,113,565,2024-07-29,click,5.0,Search
16758,79,280,2025-12-05,view,3.0,Recommendation
16759,369,118,2025-05-02,view,3.0,Search
16760,588,414,2025-09-21,view,4.0,Search
16761,1016,414,2025-10-29,cart,,Recommendation
16762,216,299,2025-01-10,view,,Search
16763,110,156,2024-07-09,view,2.0,Category
16764,829,286,2025-07-08,view,,Recommendation
16765,344,436,2025-09-10,click,,Direct
16766,1348,241,2024-06-25,purchase,3.0,Advertisement
16767,831,280,2024-07-03,click,,Category
16768,917,38,2024-04-23,view,1.0,Advertisement
16769,603,226,2025-02-06,view,3.0,Search
16770,164,130,2025-11-11,view,2.0,Direct
16771,422,71,2025-09-10,click,2.0,Search
16772,819,142,2024-04-15,view,5.0,Recommendation
16773,1469,555,2024-03-29,click,3.0,Category
16774,826,578,2024-12-08,cart,3.0,Direct
16775,1480,102,2025-05-25,view,4.0,Search
16776,558,161,2024-07-05,view,,Direct
16777,455,35,2025-04-17,purchase,,Search
16778,935,20,2024-12-31,view,,Search
16779,1423,159,2025-03-15,cart,2.0,Advertisement
16780,776,43,2025-05-15,view,3.0,Search
16781,1206,305,2025-10-16,view,,Search
16782,461,126,2024-11-18,view,1.0,Search
16783,773,121,2024-12-28,view,,Advertisement
16784,414,49,2024-06-15,cart,1.0,Direct
16785,1409,491,2025-09-10,view,2.0,Recommendation
16786,1276,95,2024-06-27,view,,Recommendation
16787,1377,461,2024-04-24,click,,Recommendation
16788,747,289,2025-06-11,view,,Advertisement
16789,1280,241,2024-05-04,click,2.0,Search
16790,982,393,2024-01-30,view,,Search
16791,627,225,2025-06-20,view,,Advertisement
16792,860,600,2024-03-30,view,1.0,Recommendation
16793,1411,496,2024-01-26,view,,Direct
16794,1197,568,2024-07-11,view,1.0,Recommendation
16795,425,106,2024-05-05,view,1.0,Advertisement
16796,966,547,2025-07-24,purchase,,Advertisement
16797,744,399,2024-11-18,click,1.0,Category
16798,1193,500,2024-06-04,click,,Recommendation
16799,1347,195,2025-03-08,purchase,,Advertisement
16800,990,343,2025-03-17,click,4.0,Category
16801,998,75,2025-10-13,view,2.0,Advertisement
16802,897,287,2025-02-04,purchase,,Recommendation
16803,938,407,2024-01-25,view,2.0,Recommendation
16804,539,231,2024-08-03,click,,Category
16805,1096,597,2024-01-02,view,,Advertisement
16806,1480,215,2024-04-20,cart,,Advertisement
16807,786,572,2024-08-05,view,,Search
16808,1321,261,2025-11-25,view,4.0,Recommendation
16809,619,310,2024-07-15,cart,,Search
16810,1442,434,2025-12-22,click,,Direct
16811,1197,202,2025-08-17,click,4.0,Advertisement
16812,1328,31,2025-02-08,click,,Advertisement
16813,942,21,2024-01-18,purchase,5.0,Direct
16814,355,341,2025-08-13,click,4.0,Recommendation
16815,222,287,2025-09-06,view,,Category
16816,336,366,2024-03-06,click,4.0,Direct
16817,693,392,2025-11-25,click,4.0,Recommendation
16818,416,256,2024-03-28,click,1.0,Recommendation
16819,492,555,2024-06-27,cart,2.0,Direct
16820,789,29,2025-09-15,wishlist,1.0,Direct
16821,499,138,2025-07-19,wishlist,,Search
16822,651,359,2025-12-07,view,5.0,Category
16823,1332,172,2024-01-20,purchase,4.0,Search
16824,489,148,2024-04-26,view,4.0,Category
16825,526,290,2025-09-12,click,4.0,Advertisement
16826,69,401,2024-12-15,view,5.0,Recommendation
16827,117,311,2024-09-09,wishlist,,Category
16828,183,155,2024-03-08,view,3.0,Category
16829,862,427,2024-10-24,view,3.0,Direct
16830,1374,470,2024-06-02,view,,Category
16831,37,528,2024-02-15,view,3.0,Category
16832,314,514,2024-12-09,view,,Category
16833,1104,534,2024-07-17,click,,Category
16834,335,564,2024-09-21,click,1.0,Advertisement
16835,800,430,2025-02-10,view,,Search
16836,65,480,2025-09-27,view,3.0,Search
16837,1261,559,2024-12-27,view,,Category
16838,966,367,2025-02-19,cart,,Advertisement
16839,663,482,2024-07-08,view,5.0,Advertisement
16840,1242,274,2024-01-06,cart,4.0,Direct
16841,1358,502,2025-12-01,view,2.0,Recommendation
16842,1074,518,2024-12-01,view,,Category
16843,412,208,2024-09-25,view,4.0,Category
16844,1327,517,2025-07-21,view,4.0,Advertisement
16845,1094,127,2024-12-25,view,3.0,Search
16846,97,171,2025-09-06,click,,Direct
16847,916,427,2024-12-28,purchase,,Advertisement
16848,108,471,2024-05-29,click,3.0,Advertisement
16849,884,453,2024-11-01,view,,Category
16850,1070,540,2025-03-21,click,3.0,Search
16851,395,4,2025-08-04,cart,1.0,Direct
16852,170,172,2025-06-30,view,,Search
16853,41,154,2025-05-16,wishlist,4.0,Recommendation
16854,944,228,2024-12-16,click,2.0,Category
16855,1391,94,2024-09-22,view,,Category
16856,1222,519,2024-09-14,click,,Advertisement
16857,287,138,2025-06-05,click,3.0,Search
16858,359,492,2024-10-08,cart,2.0,Search
16859,846,33,2025-02-05,view,1.0,Direct
16860,91,233,2025-09-25,view,4.0,Advertisement
16861,1010,426,2025-04-14,wishlist,,Recommendation
16862,397,469,2024-08-19,click,,Search
16863,429,57,2025-04-22,wishlist,3.0,Search
16864,1488,372,2025-05-02,view,4.0,Direct
16865,84,484,2025-08-01,view,,Advertisement
16866,1071,42,2025-04-16,click,,Recommendation
16867,1365,82,2025-02-12,view,2.0,Advertisement
16868,80,128,2025-07-29,click,,Direct
16869,689,54,2024-02-07,view,,Category
16870,778,560,2024-07-22,purchase,1.0,Category
16871,923,103,2025-11-10,view,3.0,Search
16872,397,362,2025-12-21,wishlist,,Direct
16873,533,393,2025-07-15,view,,Search
16874,317,445,2025-06-15,click,1.0,Direct
16875,191,359,2025-05-08,cart,2.0,Search
16876,829,174,2024-11-01,purchase,,Search
16877,294,254,2024-12-12,view,1.0,Category
16878,1175,338,2025-05-18,cart,2.0,Category
16879,1235,198,2025-04-12,view,1.0,Search
16880,1479,208,2024-03-20,view,3.0,Category
16881,884,48,2024-11-14,wishlist,,Direct
16882,811,355,2024-10-30,click,2.0,Search
16883,921,483,2025-03-26,view,,Recommendation
16884,208,438,2024-12-06,wishlist,4.0,Category
16885,942,47,2024-07-02,view,,Direct
16886,1122,46,2024-09-14,click,2.0,Recommendation
16887,843,597,2025-10-19,purchase,4.0,Advertisement
16888,124,371,2024-10-21,cart,4.0,Recommendation
16889,690,281,2024-03-28,view,,Category
16890,391,541,2025-03-16,view,5.0,Direct
16891,339,384,2024-08-10,wishlist,,Advertisement
16892,134,312,2025-03-21,purchase,4.0,Advertisement
16893,712,80,2024-05-24,purchase,5.0,Recommendation
16894,1206,17,2025-06-22,purchase,4.0,Advertisement
16895,1336,263,2025-11-13,view,1.0,Direct
16896,516,43,2025-12-31,view,3.0,Recommendation
16897,1091,278,2025-12-22,view,,Recommendation
16898,1294,369,2024-08-10,wishlist,2.0,Category
16899,656,450,2025-02-23,click,1.0,Recommendation
16900,658,96,2025-02-04,view,5.0,Direct
16901,385,535,2025-03-14,view,5.0,Recommendation
16902,951,525,2025-06-30,purchase,4.0,Advertisement
16903,1444,396,2025-04-07,view,5.0,Search
16904,1480,198,2024-07-08,view,,Recommendation
16905,380,422,2025-05-15,purchase,,Recommendation
16906,984,412,2025-05-24,view,,Recommendation
16907,343,587,2025-10-12,purchase,5.0,Category
16908,1381,443,2025-06-25,view,,Advertisement
16909,726,331,2025-04-27,view,2.0,Direct
16910,789,424,2024-04-13,cart,,Search
16911,853,179,2024-03-18,view,1.0,Search
16912,1223,147,2024-10-23,purchase,3.0,Search
16913,9,316,2025-09-29,view,5.0,Search
16914,1070,588,2024-08-22,view,,Direct
16915,257,167,2024-06-17,view,,Search
16916,364,414,2024-04-04,view,3.0,Recommendation
16917,609,227,2024-07-03,click,,Direct
16918,1348,266,2025-02-05,view,,Category
16919,726,121,2025-02-11,view,5.0,Recommendation
16920,1104,582,2025-11-06,click,4.0,Category
16921,1052,234,2024-02-18,wishlist,1.0,Direct
16922,861,312,2024-04-05,purchase,3.0,Search
16923,969,400,2025-01-09,view,1.0,Advertisement
16924,719,470,2025-01-11,view,5.0,Search
16925,583,367,2024-06-23,view,,Category
16926,1366,119,2025-10-22,cart,,Category
16927,436,588,2024-01-23,view,,Category
16928,1496,298,2024-09-23,view,,Direct
16929,867,578,2024-08-23,view,1.0,Direct
16930,1300,33,2024-02-19,cart,3.0,Advertisement
16931,868,521,2025-11-27,click,,Recommendation
16932,462,498,2025-09-09,view,4.0,Recommendation
16933,1102,27,2025-05-03,cart,4.0,Advertisement
16934,1019,160,2025-09-03,view,,Direct
16935,554,246,2025-11-21,click,2.0,Recommendation
16936,1064,154,2024-09-11,click,4.0,Recommendation
16937,1201,128,2025-02-17,purchase,1.0,Advertisement
16938,1042,517,2025-10-16,click,,Category
16939,272,490,2025-02-11,click,5.0,Recommendation
16940,678,272,2025-06-13,wishlist,4.0,Direct
16941,1171,97,2024-10-17,cart,3.0,Category
16942,632,146,2024-11-28,click,3.0,Category
16943,1387,600,2024-06-06,cart,3.0,Recommendation
16944,410,572,2025-05-23,view,5.0,Category
16945,1139,146,2024-09-20,view,1.0,Category
16946,199,364,2025-06-07,click,1.0,Advertisement
16947,391,400,2025-02-15,view,3.0,Recommendation
16948,904,525,2024-06-12,purchase,,Category
16949,1167,366,2024-01-17,purchase,,Direct
16950,257,467,2025-05-30,cart,3.0,Category
16951,998,277,2024-05-31,click,3.0,Direct
16952,1075,595,2024-12-31,click,2.0,Recommendation
16953,1265,338,2024-07-01,view,4.0,Direct
16954,331,385,2025-08-22,view,,Recommendation
16955,397,559,2024-01-14,view,1.0,Recommendation
16956,644,18,2024-11-15,view,3.0,Recommendation
16957,1289,567,2025-02-09,click,3.0,Search
16958,140,60,2024-07-27,purchase,3.0,Advertisement
16959,401,457,2025-12-21,wishlist,4.0,Recommendation
16960,1051,567,2024-12-21,wishlist,3.0,Recommendation
16961,1392,90,2025-09-10,click,1.0,Category
16962,727,437,2025-11-01,view,,Advertisement
16963,276,485,2025-11-04,click,,Recommendation
16964,822,568,2024-03-12,purchase,1.0,Search
16965,557,249,2024-11-15,view,2.0,Recommendation
16966,639,231,2025-09-14,click,4.0,Advertisement
16967,534,529,2024-09-14,click,,Search
16968,770,44,2025-10-08,purchase,,Recommendation
16969,1249,388,2025-08-17,click,1.0,Search
16970,1419,316,2024-11-27,view,4.0,Recommendation
16971,660,190,2025-06-27,view,3.0,Search
16972,1296,391,2024-11-05,cart,3.0,Recommendation
16973,1328,1,2024-03-29,click,1.0,Advertisement
16974,611,263,2024-01-28,purchase,2.0,Direct
16975,1452,463,2025-12-27,wishlist,3.0,Search
16976,738,174,2024-11-16,wishlist,4.0,Recommendation
16977,1122,530,2024-11-18,purchase,3.0,Recommendation
16978,95,182,2024-04-01,view,1.0,Advertisement
16979,7,312,2025-04-05,view,5.0,Advertisement
16980,1330,252,2025-09-15,view,1.0,Advertisement
16981,577,287,2024-02-29,view,,Search
16982,105,205,2025-10-02,view,,Recommendation
16983,368,337,2024-12-07,click,4.0,Search
16984,1077,570,2025-12-21,wishlist,5.0,Recommendation
16985,259,220,2025-10-16,click,1.0,Search
16986,459,227,2025-02-24,click,1.0,Recommendation
16987,1044,582,2024-04-11,view,,Recommendation
16988,788,536,2024-04-20,view,,Category
16989,1177,198,2024-06-04,click,1.0,Recommendation
16990,676,330,2025-04-11,click,2.0,Category
16991,630,344,2025-10-06,view,1.0,Category
16992,1097,232,2025-01-17,view,,Recommendation
16993,340,447,2025-04-18,click,5.0,Advertisement
16994,867,431,2024-04-30,view,,Search
16995,516,291,2024-11-02,view,,Category
16996,1151,427,2025-06-27,click,,Direct
16997,455,469,2025-02-10,view,2.0,Category
16998,1432,544,2025-08-30,view,3.0,Advertisement
16999,470,466,2025-09-29,view,,Search
17000,436,104,2024-03-02,view,5.0,Search
17001,883,582,2025-09-12,view,,Advertisement
17002,1500,336,2025-02-02,click,5.0,Category
17003,1335,560,2025-10-31,view,3.0,Advertisement
17004,801,149,2024-04-05,click,3.0,Category
17005,1405,22,2025-10-17,view,3.0,Direct
17006,14,155,2024-06-06,view,3.0,Recommendation
17007,933,508,2024-05-06,cart,,Category
17008,1253,482,2025-03-13,view,,Search
17009,751,383,2024-05-07,purchase,1.0,Category
17010,201,174,2024-07-20,wishlist,,Category
17011,104,213,2024-09-10,click,5.0,Direct
17012,1361,262,2025-04-25,purchase,2.0,Direct
17013,970,243,2025-06-14,click,,Search
17014,99,200,2024-05-08,view,4.0,Recommendation
17015,156,487,2025-12-01,click,,Recommendation
17016,313,566,2024-02-20,view,2.0,Recommendation
17017,573,122,2025-01-25,view,,Direct
17018,351,528,2025-08-26,view,1.0,Category
17019,673,501,2024-12-21,view,1.0,Category
17020,1081,185,2025-10-25,view,5.0,Advertisement
17021,1227,206,2024-09-21,purchase,2.0,Recommendation
17022,410,223,2024-07-18,view,2.0,Advertisement
17023,1173,53,2024-01-05,view,,Advertisement
17024,60,591,2024-07-29,click,4.0,Search
17025,1287,318,2025-04-20,view,1.0,Recommendation
17026,1436,129,2024-03-03,click,1.0,Recommendation
17027,1173,383,2025-11-06,view,,Search
17028,483,266,2024-12-30,wishlist,3.0,Search
17029,220,270,2024-12-11,view,5.0,Recommendation
17030,106,31,2024-06-27,view,,Search
17031,1376,452,2025-03-27,view,4.0,Category
17032,765,378,2024-02-06,cart,2.0,Direct
17033,380,177,2024-01-13,cart,1.0,Direct
17034,1234,343,2025-04-30,cart,1.0,Advertisement
17035,91,184,2025-09-14,click,,Recommendation
17036,1299,23,2024-05-13,click,,Recommendation
17037,146,235,2024-06-25,click,2.0,Search
17038,164,110,2025-02-06,wishlist,,Advertisement
17039,1266,155,2025-03-28,click,1.0,Search
17040,1105,96,2025-11-24,view,3.0,Category
17041,65,480,2025-07-22,wishlist,4.0,Search
17042,1469,255,2025-11-26,view,3.0,Advertisement
17043,1446,370,2024-01-21,click,,Direct
17044,873,590,2024-06-23,wishlist,,Direct
17045,324,471,2025-07-12,wishlist,,Advertisement
17046,743,146,2024-12-15,purchase,2.0,Direct
17047,405,38,2025-06-26,purchase,4.0,Category
17048,893,587,2025-01-21,view,2.0,Recommendation
17049,568,114,2024-08-31,view,,Category
17050,733,300,2025-08-23,view,3.0,Recommendation
17051,1151,160,2024-04-03,view,5.0,Recommendation
17052,267,252,2024-11-07,view,5.0,Advertisement
17053,1349,370,2025-04-14,view,1.0,Direct
17054,642,584,2024-11-28,view,2.0,Direct
17055,788,565,2025-08-26,cart,5.0,Direct
17056,1424,75,2024-08-09,view,5.0,Recommendation
17057,833,580,2025-12-28,view,2.0,Search
17058,1291,206,2024-11-25,view,5.0,Category
17059,1469,138,2025-09-23,wishlist,,Advertisement
17060,1464,206,2024-01-18,view,,Search
17061,1392,237,2024-02-03,purchase,,Recommendation
17062,148,365,2025-01-07,wishlist,,Search
17063,970,585,2024-06-16,view,4.0,Direct
17064,1335,278,2024-03-19,click,2.0,Recommendation
17065,1236,281,2025-12-30,cart,,Direct
17066,575,48,2025-02-06,click,3.0,Advertisement
17067,20,393,2025-12-10,click,2.0,Recommendation
17068,614,371,2025-09-08,purchase,3.0,Advertisement
17069,342,247,2024-06-02,purchase,5.0,Search
17070,190,279,2025-03-23,view,5.0,Direct
17071,296,1,2025-07-13,click,5.0,Advertisement
17072,610,560,2024-07-20,view,3.0,Recommendation
17073,1119,81,2024-01-16,view,4.0,Search
17074,364,568,2024-04-17,purchase,2.0,Search
17075,455,189,2025-12-12,purchase,4.0,Recommendation
17076,1297,328,2025-07-10,wishlist,5.0,Advertisement
17077,313,76,2024-05-26,click,,Direct
17078,29,240,2025-08-04,click,,Category
17079,1317,170,2024-04-13,view,,Category
17080,1481,487,2024-10-30,view,,Recommendation
17081,1187,84,2024-11-17,view,2.0,Direct
17082,174,90,2025-08-31,cart,5.0,Advertisement
17083,937,337,2025-07-25,view,5.0,Recommendation
17084,686,422,2024-07-02,view,4.0,Search
17085,66,11,2024-07-05,click,,Recommendation
17086,249,313,2024-11-03,cart,3.0,Search
17087,117,113,2025-11-21,purchase,,Advertisement
17088,20,4,2025-01-08,view,5.0,Search
17089,1352,579,2025-06-05,click,,Direct
17090,263,184,2025-07-11,click,,Recommendation
17091,1338,594,2025-06-26,view,5.0,Category
17092,861,80,2024-06-25,view,5.0,Search
17093,927,210,2024-03-15,wishlist,5.0,Search
17094,980,332,2025-12-23,click,,Advertisement
17095,442,450,2025-09-10,purchase,5.0,Category
17096,781,410,2024-08-13,cart,4.0,Recommendation
17097,924,205,2024-07-18,purchase,3.0,Category
17098,953,145,2024-10-12,view,,Category
17099,1277,102,2024-01-09,wishlist,3.0,Direct
17100,1302,548,2025-06-12,view,,Category
17101,759,379,2024-07-16,view,,Recommendation
17102,663,585,2024-06-16,purchase,,Direct
17103,812,425,2025-05-13,click,4.0,Advertisement
17104,526,137,2025-05-21,view,2.0,Direct
17105,805,131,2024-07-20,view,4.0,Recommendation
17106,274,472,2025-07-11,click,,Advertisement
17107,1431,493,2024-01-08,view,,Advertisement
17108,246,63,2025-08-16,view,2.0,Recommendation
17109,622,147,2025-08-21,view,2.0,Recommendation
17110,193,158,2024-04-29,click,3.0,Search
17111,1080,156,2024-03-30,cart,4.0,Category
17112,301,50,2024-01-12,view,,Advertisement
17113,1104,457,2025-11-19,click,4.0,Advertisement
17114,904,163,2025-07-04,cart,3.0,Direct
17115,1082,117,2024-01-22,view,,Recommendation
17116,757,255,2024-03-04,view,2.0,Direct
17117,839,511,2025-12-27,view,5.0,Search
17118,829,299,2025-05-11,click,,Advertisement
17119,1010,292,2024-05-25,cart,,Recommendation
17120,740,37,2024-06-18,click,1.0,Advertisement
17121,461,64,2024-07-10,cart,1.0,Advertisement
17122,329,583,2024-03-11,view,4.0,Direct
17123,482,220,2024-03-30,view,,Search
17124,1193,407,2024-06-08,view,2.0,Advertisement
17125,69,329,2025-06-14,view,,Advertisement
17126,660,388,2024-09-03,click,1.0,Advertisement
17127,1344,421,2024-12-15,view,,Category
17128,1092,414,2025-08-14,cart,,Advertisement
17129,106,439,2024-12-03,wishlist,,Advertisement
17130,370,115,2024-04-11,wishlist,3.0,Advertisement
17131,251,408,2024-04-17,view,3.0,Direct
17132,32,331,2025-08-20,purchase,2.0,Advertisement
17133,350,171,2025-09-18,click,5.0,Advertisement
17134,398,351,2024-01-10,view,1.0,Advertisement
17135,1381,248,2024-07-26,wishlist,4.0,Search
17136,660,579,2024-02-17,wishlist,5.0,Recommendation
17137,896,434,2025-10-23,click,5.0,Search
17138,844,140,2025-11-17,purchase,4.0,Recommendation
17139,774,444,2024-12-30,click,,Direct
17140,756,472,2024-10-15,cart,3.0,Advertisement
17141,45,150,2025-05-29,click,2.0,Search
17142,1495,141,2025-12-04,cart,,Search
17143,1213,180,2024-07-14,cart,,Recommendation
17144,861,401,2025-08-09,click,,Category
17145,997,174,2025-02-03,view,,Recommendation
17146,892,353,2025-11-30,click,,Category
17147,428,582,2024-10-31,view,3.0,Direct
17148,1321,555,2025-11-01,view,,Search
17149,825,353,2025-12-24,click,,Category
17150,1038,257,2024-08-23,view,,Category
17151,1267,65,2025-11-27,click,,Category
17152,421,447,2025-12-22,purchase,3.0,Advertisement
17153,72,45,2025-02-02,view,,Direct
17154,1016,88,2025-12-07,view,,Recommendation
17155,100,501,2024-11-07,view,,Search
17156,114,351,2025-03-19,click,,Search
17157,908,108,2025-02-12,purchase,3.0,Category
17158,596,122,2024-04-06,cart,3.0,Search
17159,918,220,2025-06-13,click,,Direct
17160,768,31,2025-11-04,view,,Direct
17161,1116,230,2025-11-11,view,4.0,Advertisement
17162,700,150,2024-09-11,wishlist,1.0,Advertisement
17163,350,175,2024-02-26,click,1.0,Recommendation
17164,567,64,2024-01-29,click,,Recommendation
